event,mu,hard_found,pu_found,transition,hard_ds,pu_ds,hard_dw,pu_dw,hard_hits,combined_hits,pu_events
8193,5,False,False,0->0,,,,,16,309,"500,41,280,660,142"
8194,5,False,False,0->0,,,,,16,1360,"400,879,421,695,57"
8195,5,False,False,0->0,,,,,16,977,"677,895,174,43,678"
8196,5,False,False,0->0,,,,,16,789,"8,249,830,83,556"
8198,5,False,False,0->0,,,,,16,858,"934,105,926,302,821"
8200,5,False,False,0->0,,,,,16,627,"91,139,945,722,993"
8201,5,False,False,0->0,,,,,16,572,"402,65,376,231,24"
8202,5,False,False,0->0,,,,,16,637,"331,441,483,607,985"
8204,5,False,False,0->0,,,,,16,1134,"125,816,122,162,883"
8206,5,False,False,0->0,,,,,16,1712,"390,472,577,776,379"
8208,5,False,False,0->0,,,,,16,607,"655,41,731,221,404"
8209,5,False,False,0->0,,,,,16,869,"656,137,986,113,678"
8210,5,False,False,0->0,,,,,16,1134,"37,710,421,556,262"
8212,5,False,False,0->0,,,,,16,726,"491,265,368,528,362"
8215,5,False,False,0->0,,,,,16,828,"652,595,312,338,398"
8216,5,False,False,0->0,,,,,16,887,"629,202,204,355,451"
8217,5,False,False,0->0,,,,,16,752,"437,532,938,982,905"
8219,5,False,False,0->0,,,,,16,293,"333,854,622,496,977"
8221,5,False,False,0->0,,,,,16,560,"196,622,782,347,729"
8223,5,False,False,0->0,,,,,16,653,"498,517,584,641,737"
8224,5,False,False,0->0,,,,,16,751,"61,895,660,52,228"
8225,5,False,False,0->0,,,,,16,435,"217,144,755,137,358"
8226,5,False,False,0->0,,,,,16,739,"660,501,481,147,337"
8227,5,False,False,0->0,,,,,16,316,"475,439,689,731,614"
8229,5,False,False,0->0,,,,,16,677,"688,763,294,756,204"
8231,5,False,False,0->0,,,,,16,459,"78,622,309,217,791"
8232,5,False,False,0->0,,,,,16,1219,"171,746,370,750,875"
8234,5,False,False,0->0,,,,,16,458,"709,506,74,146,646"
8237,5,False,False,0->0,,,,,16,860,"855,995,568,302,301"
8238,5,False,False,0->0,,,,,16,959,"380,163,885,54,832"
8239,5,False,False,0->0,,,,,16,1232,"171,851,330,482,438"
8240,5,False,False,0->0,,,,,16,834,"639,486,38,679,37"
8241,5,False,False,0->0,,,,,16,667,"752,546,976,511,620"
8243,5,False,False,0->0,,,,,16,867,"431,183,549,459,102"
8244,5,False,False,0->0,,,,,16,872,"411,150,956,716,474"
8245,5,False,False,0->0,,,,,16,350,"961,984,622,474,854"
8246,5,False,False,0->0,,,,,16,884,"95,165,338,294,642"
8247,5,False,False,0->0,,,,,16,490,"801,563,722,60,760"
8248,5,False,False,0->0,,,,,16,836,"453,711,423,138,872"
8249,5,False,False,0->0,,,,,16,756,"79,599,944,689,740"
8250,5,False,False,0->0,,,,,16,790,"309,106,274,830,848"
8251,5,False,False,0->0,,,,,16,425,"606,538,521,813,465"
8252,5,False,False,0->0,,,,,16,1443,"419,986,347,370,566"
8253,5,False,False,0->0,,,,,16,548,"663,283,41,868,796"
8254,5,False,False,0->0,,,,,16,791,"863,481,260,985,346"
8256,5,False,False,0->0,,,,,16,1126,"950,166,684,431,83"
8258,5,False,False,0->0,,,,,16,790,"724,413,487,178,490"
8259,5,False,False,0->0,,,,,16,810,"653,928,982,206,410"
8263,5,False,False,0->0,,,,,16,1121,"582,69,327,51,941"
8264,5,False,False,0->0,,,,,16,393,"902,274,12,851,571"
8266,5,False,False,0->0,,,,,16,685,"65,571,148,72,424"
8267,5,False,False,0->0,,,,,16,994,"356,915,15,728,229"
8268,5,False,False,0->0,,,,,16,771,"126,270,7,840,793"
8269,5,False,False,0->0,,,,,16,1508,"221,198,189,659,877"
8272,5,False,False,0->0,,,,,16,811,"737,510,691,458,431"
8273,5,False,False,0->0,,,,,16,987,"228,572,63,513,431"
8274,5,False,False,0->0,,,,,16,1091,"164,756,141,667,252"
8275,5,False,False,0->0,,,,,16,721,"138,424,387,601,67"
8276,5,False,False,0->0,,,,,16,646,"327,37,794,437,283"
8277,5,False,False,0->0,,,,,16,794,"105,620,739,870,278"
8278,5,False,False,0->0,,,,,16,514,"61,729,890,430,92"
8280,5,False,False,0->0,,,,,16,631,"531,848,994,575,823"
8281,5,False,False,0->0,,,,,16,335,"631,250,70,564,788"
8282,5,False,False,0->0,,,,,16,729,"270,959,896,271,658"
8284,5,False,False,0->0,,,,,16,1141,"535,84,80,762,477"
8285,5,False,False,0->0,,,,,16,844,"585,362,458,903,36"
8286,5,False,False,0->0,,,,,16,1067,"90,730,77,152,419"
8287,5,False,False,0->0,,,,,16,476,"586,154,956,979,472"
8290,5,False,False,0->0,,,,,16,815,"69,113,922,481,687"
8291,5,False,False,0->0,,,,,16,832,"473,162,67,814,736"
8292,5,False,False,0->0,,,,,16,807,"518,418,1000,848,986"
8293,5,False,False,0->0,,,,,16,1058,"197,441,46,854,535"
8294,5,False,False,0->0,,,,,16,984,"15,36,220,138,667"
8297,5,False,False,0->0,,,,,16,1307,"250,373,624,216,792"
8298,5,False,False,0->0,,,,,16,975,"113,532,96,12,786"
8300,5,False,False,0->0,,,,,16,900,"908,968,611,699,290"
8301,5,False,False,0->0,,,,,16,665,"674,171,412,752,459"
8302,5,False,False,0->0,,,,,16,486,"437,278,20,915,391"
8303,5,False,False,0->0,,,,,16,1420,"589,764,687,703,953"
8304,5,False,False,0->0,,,,,16,1087,"373,214,900,92,53"
8305,5,False,False,0->0,,,,,16,594,"641,984,638,522,83"
8306,5,False,False,0->0,,,,,16,566,"1000,524,17,513,522"
8307,5,False,False,0->0,,,,,16,336,"592,124,752,279,873"
8308,5,False,False,0->0,,,,,16,1047,"467,182,569,232,8"
8311,5,False,False,0->0,,,,,16,155,"961,790,675,788,137"
8312,5,False,False,0->0,,,,,16,683,"474,121,417,152,72"
8313,5,False,False,0->0,,,,,16,1273,"926,659,100,728,497"
8315,5,False,False,0->0,,,,,16,554,"913,252,600,85,107"
8316,5,False,False,0->0,,,,,16,561,"330,890,411,78,124"
8317,5,False,False,0->0,,,,,16,833,"486,919,719,493,595"
8319,5,False,False,0->0,,,,,16,934,"684,18,578,865,855"
8320,5,False,False,0->0,,,,,16,358,"761,890,805,968,460"
8321,5,False,False,0->0,,,,,16,842,"140,413,890,247,47"
8322,5,False,False,0->0,,,,,16,405,"920,365,401,538,531"
8323,5,False,False,0->0,,,,,16,832,"417,828,379,903,297"
8324,5,False,False,0->0,,,,,16,674,"446,570,113,491,751"
8325,5,False,False,0->0,,,,,16,515,"680,412,110,372,276"
8327,5,False,False,0->0,,,,,16,929,"712,194,97,359,150"
8328,5,False,False,0->0,,,,,16,678,"878,898,605,716,613"
8330,5,False,False,0->0,,,,,16,931,"823,370,14,577,736"
8331,5,False,False,0->0,,,,,16,610,"653,439,771,272,325"
8332,5,False,False,0->0,,,,,16,1218,"772,453,9,914,458"
8333,5,False,False,0->0,,,,,16,645,"85,284,106,48,568"
8335,5,False,False,0->0,,,,,16,991,"570,55,37,726,780"
8336,5,False,False,0->0,,,,,16,841,"689,829,956,911,171"
8337,5,False,False,0->0,,,,,16,413,"107,420,465,436,571"
8340,5,False,False,0->0,,,,,16,336,"74,687,934,642,203"
8341,5,False,False,0->0,,,,,16,983,"403,302,658,343,439"
8342,5,False,False,0->0,,,,,16,1420,"764,278,386,896,949"
8344,5,False,False,0->0,,,,,16,418,"878,305,344,392,496"
8346,5,False,False,0->0,,,,,16,622,"430,176,11,716,357"
8347,5,False,False,0->0,,,,,16,699,"835,195,138,278,633"
8348,5,False,False,0->0,,,,,16,860,"500,684,313,847,670"
8349,5,False,False,0->0,,,,,16,988,"57,165,791,639,501"
8350,5,False,False,0->0,,,,,16,616,"718,955,970,985,851"
8351,5,False,False,0->0,,,,,16,554,"616,47,486,620,257"
8352,5,False,False,0->0,,,,,16,674,"225,60,679,518,29"
8353,5,False,False,0->0,,,,,16,624,"507,969,567,794,687"
8354,5,False,False,0->0,,,,,16,866,"172,617,147,446,187"
8355,5,False,False,0->0,,,,,16,1341,"326,102,681,473,73"
8356,5,False,False,0->0,,,,,16,793,"896,648,969,650,384"
8358,5,False,False,0->0,,,,,16,624,"331,511,844,677,333"
8359,5,False,False,0->0,,,,,16,1105,"577,667,147,617,708"
8360,5,False,False,0->0,,,,,16,745,"54,172,297,182,723"
8362,5,False,False,0->0,,,,,16,1065,"272,931,668,643,130"
8363,5,False,False,0->0,,,,,16,612,"229,602,947,708,130"
8364,5,False,False,0->0,,,,,16,1138,"931,577,458,220,567"
8365,5,False,False,0->0,,,,,16,563,"792,868,788,146,828"
8367,5,False,False,0->0,,,,,16,1298,"321,724,366,476,684"
8368,5,False,False,0->0,,,,,16,521,"568,536,709,263,232"
8369,5,False,False,0->0,,,,,16,821,"407,226,639,132,343"
8370,5,False,False,0->0,,,,,16,475,"133,517,120,770,726"
8371,5,False,False,0->0,,,,,16,1304,"600,177,917,140,979"
8374,5,False,False,0->0,,,,,16,1217,"883,501,447,573,113"
8375,5,False,False,0->0,,,,,16,922,"520,948,557,253,298"
8376,5,False,False,0->0,,,,,16,436,"323,14,65,181,539"
8377,5,False,False,0->0,,,,,16,650,"279,964,317,523,318"
8378,5,False,False,0->0,,,,,16,980,"505,391,133,364,229"
8379,5,False,False,0->0,,,,,16,1119,"424,848,897,695,499"
8380,5,False,False,0->0,,,,,16,284,"783,274,675,565,622"
8381,5,False,False,0->0,,,,,16,560,"721,691,708,161,643"
8382,5,False,False,0->0,,,,,16,524,"25,177,270,392,523"
8386,5,False,False,0->0,,,,,16,688,"517,803,91,954,389"
8388,5,False,False,0->0,,,,,16,861,"446,952,190,758,363"
8389,5,False,False,0->0,,,,,16,809,"717,279,742,238,18"
8390,5,False,False,0->0,,,,,16,360,"796,641,982,74,126"
8391,5,False,False,0->0,,,,,16,862,"985,956,678,911,627"
8393,5,False,False,0->0,,,,,16,621,"443,220,955,919,588"
8394,5,False,False,0->0,,,,,16,827,"7,135,329,169,695"
8395,5,False,False,0->0,,,,,16,1138,"218,119,188,473,500"
8396,5,False,False,0->0,,,,,16,495,"637,951,451,574,62"
8398,5,False,False,0->0,,,,,16,485,"660,461,940,117,958"
8399,5,False,False,0->0,,,,,16,1218,"163,625,463,167,447"
8400,5,False,False,0->0,,,,,16,1520,"874,868,668,777,444"
8401,5,False,False,0->0,,,,,16,1083,"898,511,388,639,570"
8403,5,False,False,0->0,,,,,16,610,"712,209,813,32,535"
8405,5,False,False,0->0,,,,,16,776,"400,906,5,472,599"
8406,5,False,False,0->0,,,,,16,1131,"13,264,795,396,605"
8407,5,False,False,0->0,,,,,16,1298,"451,831,200,874,934"
8408,5,False,False,0->0,,,,,16,1153,"455,91,397,892,381"
8409,5,False,False,0->0,,,,,16,1069,"777,220,980,972,772"
8410,5,False,False,0->0,,,,,16,717,"798,189,145,813,253"
8412,5,False,False,0->0,,,,,16,1035,"499,697,271,394,264"
8414,5,False,False,0->0,,,,,16,1027,"301,451,233,651,282"
8415,5,False,False,0->0,,,,,16,1795,"822,590,604,888,768"
8416,5,False,False,0->0,,,,,16,672,"125,74,756,725,185"
8418,5,False,False,0->0,,,,,16,766,"205,909,981,165,63"
8419,5,False,False,0->0,,,,,16,414,"696,233,47,196,867"
8420,5,False,False,0->0,,,,,16,252,"745,977,397,780,137"
8421,5,False,False,0->0,,,,,16,706,"638,249,114,130,847"
8422,5,False,False,0->0,,,,,16,993,"321,589,88,393,193"
8423,5,False,False,0->0,,,,,16,607,"248,338,592,69,574"
8424,5,False,False,0->0,,,,,16,330,"519,931,765,347,394"
8426,5,False,False,0->0,,,,,16,597,"584,821,951,445,543"
8427,5,False,False,0->0,,,,,16,1138,"307,385,883,326,106"
8428,5,False,False,0->0,,,,,16,782,"750,29,817,324,294"
8429,5,False,False,0->0,,,,,16,520,"439,442,632,416,452"
8430,5,False,False,0->0,,,,,16,1263,"220,776,955,721,460"
8431,5,False,False,0->0,,,,,16,1037,"249,305,39,19,726"
8432,5,False,False,0->0,,,,,16,711,"437,780,670,815,400"
8434,5,False,False,0->0,,,,,16,595,"359,26,410,893,436"
8435,5,False,False,0->0,,,,,16,980,"598,119,148,572,412"
8439,5,False,False,0->0,,,,,16,1020,"288,74,116,471,376"
8440,5,False,False,0->0,,,,,16,1118,"136,426,14,365,241"
8442,5,False,False,0->0,,,,,16,596,"429,838,851,929,833"
8443,5,False,False,0->0,,,,,16,522,"631,877,460,134,770"
8444,5,False,False,0->0,,,,,16,1231,"537,655,739,763,395"
8446,5,False,False,0->0,,,,,16,662,"159,383,641,175,236"
8447,5,False,False,0->0,,,,,16,685,"218,860,538,247,693"
8448,5,False,False,0->0,,,,,16,240,"122,402,77,656,609"
8453,5,False,False,0->0,,,,,16,402,"371,762,195,27,581"
8454,5,False,False,0->0,,,,,16,743,"772,954,860,248,97"
8455,5,False,False,0->0,,,,,16,746,"961,364,426,705,734"
8456,5,False,False,0->0,,,,,16,730,"318,690,649,710,566"
8457,5,False,False,0->0,,,,,16,680,"289,225,697,815,393"
8459,5,False,False,0->0,,,,,16,1006,"120,550,578,177,620"
8460,5,False,False,0->0,,,,,16,1195,"7,388,736,25,202"
8461,5,False,False,0->0,,,,,16,574,"718,69,527,97,867"
8462,5,False,False,0->0,,,,,16,1047,"627,199,636,64,634"
8464,5,False,False,0->0,,,,,16,1332,"560,431,578,982,301"
8466,5,False,False,0->0,,,,,16,586,"472,285,474,494,144"
8467,5,False,False,0->0,,,,,16,588,"315,58,954,584,943"
8468,5,False,False,0->0,,,,,16,739,"359,801,714,91,218"
8469,5,False,False,0->0,,,,,16,906,"302,543,182,957,364"
8470,5,False,False,0->0,,,,,16,730,"739,4,909,217,417"
8471,5,False,False,0->0,,,,,16,507,"437,921,108,138,261"
8472,5,False,False,0->0,,,,,16,502,"749,619,391,401,49"
8474,5,False,False,0->0,,,,,16,468,"499,884,670,20,554"
8476,5,False,False,0->0,,,,,16,759,"902,680,158,441,329"
8477,5,False,False,0->0,,,,,16,1359,"423,867,304,395,594"
8479,5,False,False,0->0,,,,,16,629,"975,772,27,924,195"
8480,5,False,False,0->0,,,,,16,651,"74,144,838,424,268"
8482,5,False,False,0->0,,,,,16,1081,"55,503,109,727,201"
8483,5,False,False,0->0,,,,,16,928,"93,638,313,673,786"
8485,5,False,False,0->0,,,,,16,659,"778,298,467,97,59"
8486,5,False,False,0->0,,,,,16,946,"963,116,676,716,748"
8487,5,False,False,0->0,,,,,16,773,"689,624,146,945,892"
8488,5,False,False,0->0,,,,,16,560,"246,930,649,357,689"
8490,5,False,False,0->0,,,,,16,863,"148,201,365,73,584"
8491,5,False,False,0->0,,,,,16,405,"857,927,557,945,325"
8492,5,False,False,0->0,,,,,16,662,"835,22,662,33,937"
8494,5,False,False,0->0,,,,,16,820,"58,534,78,364,272"
8496,5,False,False,0->0,,,,,16,434,"337,931,745,285,654"
8497,5,False,False,0->0,,,,,16,509,"80,128,164,927,130"
8498,5,False,False,0->0,,,,,16,1253,"80,157,88,514,850"
8499,5,False,False,0->0,,,,,16,719,"463,793,677,263,899"
8501,5,False,False,0->0,,,,,16,330,"390,692,507,102,415"
8502,5,False,False,0->0,,,,,16,631,"851,310,612,24,630"
8503,5,False,False,0->0,,,,,16,897,"235,746,217,373,136"
8504,5,False,False,0->0,,,,,16,1388,"590,899,526,136,229"
8505,5,False,False,0->0,,,,,16,747,"650,992,443,373,165"
8507,5,False,False,0->0,,,,,16,891,"225,344,431,316,438"
8508,5,False,False,0->0,,,,,16,876,"569,146,359,524,953"
8509,5,False,False,0->0,,,,,16,1203,"159,290,617,858,702"
8510,5,False,False,0->0,,,,,16,1169,"677,931,114,634,833"
8512,5,False,False,0->0,,,,,16,964,"112,152,575,964,824"
8513,5,False,False,0->0,,,,,16,1478,"284,411,942,998,741"
8514,5,False,False,0->0,,,,,16,1193,"429,853,710,163,992"
8515,5,False,False,0->0,,,,,16,557,"883,442,40,121,968"
8516,5,False,False,0->0,,,,,16,412,"893,433,903,475,961"
8519,5,False,False,0->0,,,,,16,1242,"81,8,157,515,114"
8521,5,False,False,0->0,,,,,16,584,"714,631,445,85,501"
8522,5,False,False,0->0,,,,,16,675,"155,430,369,837,143"
8523,5,False,False,0->0,,,,,16,1317,"388,909,651,595,687"
8525,5,False,False,0->0,,,,,16,773,"87,143,72,138,861"
8528,5,False,False,0->0,,,,,16,870,"716,321,772,687,56"
8531,5,False,False,0->0,,,,,16,1054,"76,959,987,980,575"
8533,5,False,False,0->0,,,,,16,513,"519,658,933,934,962"
8534,5,False,False,0->0,,,,,16,1111,"109,739,436,582,221"
8535,5,False,False,0->0,,,,,16,468,"533,425,945,206,642"
8537,5,False,False,0->0,,,,,16,1243,"385,439,765,700,140"
8538,5,False,False,0->0,,,,,16,417,"416,642,391,940,380"
8540,5,False,False,0->0,,,,,16,904,"304,731,90,324,390"
8541,5,False,False,0->0,,,,,16,1563,"899,455,776,843,903"
8545,5,False,False,0->0,,,,,16,757,"898,491,251,92,424"
8546,5,False,False,0->0,,,,,16,977,"785,914,678,226,592"
8547,5,False,False,0->0,,,,,16,990,"261,757,455,98,3"
8550,5,False,False,0->0,,,,,16,838,"69,372,452,421,453"
8552,5,False,False,0->0,,,,,16,577,"989,866,83,415,380"
8554,5,False,False,0->0,,,,,16,611,"798,692,654,381,670"
8555,5,False,False,0->0,,,,,16,920,"722,887,122,439,288"
8556,5,False,False,0->0,,,,,16,655,"94,724,625,483,710"
8559,5,False,False,0->0,,,,,16,1343,"19,796,887,82,631"
8560,5,False,False,0->0,,,,,16,530,"533,603,989,793,364"
8561,5,False,False,0->0,,,,,16,543,"875,45,218,677,514"
8562,5,False,False,0->0,,,,,16,623,"13,39,585,68,742"
8563,5,False,False,0->0,,,,,16,675,"729,602,521,754,51"
8564,5,False,False,0->0,,,,,16,1083,"729,968,208,700,270"
8567,5,False,False,0->0,,,,,16,1398,"535,843,930,208,898"
8569,5,False,False,0->0,,,,,16,280,"683,317,108,602,239"
8571,5,False,False,0->0,,,,,16,750,"323,933,554,20,567"
8572,5,False,False,0->0,,,,,16,1654,"800,874,777,159,48"
8573,5,False,False,0->0,,,,,16,437,"80,479,218,86,277"
8574,5,False,False,0->0,,,,,16,956,"394,883,310,769,569"
8575,5,False,False,0->0,,,,,16,551,"933,15,515,421,97"
8576,5,False,False,0->0,,,,,16,417,"271,875,588,791,473"
8577,5,False,False,0->0,,,,,16,696,"119,931,1000,310,285"
8578,5,False,False,0->0,,,,,16,821,"792,928,795,438,441"
8579,5,False,False,0->0,,,,,16,327,"222,68,961,691,121"
8581,5,False,False,0->0,,,,,16,1696,"350,39,497,913,657"
8582,5,False,False,0->0,,,,,16,397,"798,387,207,921,660"
8584,5,False,False,0->0,,,,,16,435,"783,423,814,817,565"
8585,5,False,False,0->0,,,,,16,496,"114,317,832,251,45"
8586,5,False,False,0->0,,,,,16,642,"76,675,355,421,73"
8587,5,False,False,0->0,,,,,16,565,"439,204,966,587,124"
8588,5,False,False,0->0,,,,,16,1079,"412,342,451,379,36"
8589,5,False,False,0->0,,,,,16,1178,"272,216,953,736,355"
8590,5,False,False,0->0,,,,,16,328,"689,549,155,414,658"
8591,5,False,False,0->0,,,,,16,335,"439,749,533,685,537"
8592,5,False,False,0->0,,,,,16,648,"604,650,549,497,686"
8593,5,False,False,0->0,,,,,16,671,"719,223,742,678,477"
8594,5,False,False,0->0,,,,,16,1271,"140,278,567,498,688"
8596,5,False,False,0->0,,,,,16,409,"297,786,566,595,235"
8597,5,False,False,0->0,,,,,16,380,"87,613,638,154,226"
8598,5,False,False,0->0,,,,,16,591,"892,823,18,119,161"
8599,5,False,False,0->0,,,,,16,632,"543,365,362,424,134"
8602,5,False,False,0->0,,,,,16,341,"13,737,501,844,483"
8603,5,False,False,0->0,,,,,16,713,"221,830,976,650,795"
8604,5,False,False,0->0,,,,,16,455,"251,214,425,49,178"
8605,5,False,False,0->0,,,,,16,791,"895,267,745,69,980"
8606,5,False,False,0->0,,,,,16,439,"76,6,523,646,95"
8607,5,False,False,0->0,,,,,16,493,"650,736,888,126,9"
8608,5,False,False,0->0,,,,,16,1631,"314,36,966,113,887"
8609,5,False,False,0->0,,,,,16,1080,"700,164,128,893,754"
8610,5,False,False,0->0,,,,,16,623,"175,137,185,548,63"
8612,5,False,False,0->0,,,,,16,1279,"816,746,964,396,62"
8613,5,False,False,0->0,,,,,16,1258,"859,992,962,761,871"
8614,5,False,False,0->0,,,,,16,596,"364,515,373,649,899"
8615,5,False,False,0->0,,,,,16,1042,"611,263,942,331,273"
8617,5,False,False,0->0,,,,,16,1040,"655,633,359,607,769"
8618,5,False,False,0->0,,,,,16,327,"460,640,811,317,44"
8619,5,False,False,0->0,,,,,16,466,"139,494,519,847,404"
8622,5,False,False,0->0,,,,,16,1147,"676,31,955,467,453"
8624,5,False,False,0->0,,,,,16,558,"555,360,968,107,109"
8625,5,False,False,0->0,,,,,16,692,"299,546,652,969,374"
8626,5,False,False,0->0,,,,,16,1087,"532,117,474,174,658"
8627,5,False,False,0->0,,,,,16,876,"200,119,74,852,436"
8628,5,False,False,0->0,,,,,16,631,"168,674,121,570,653"
8632,5,False,False,0->0,,,,,16,1205,"860,827,858,252,517"
8637,5,False,False,0->0,,,,,16,521,"359,677,704,47,769"
8639,5,False,False,0->0,,,,,16,730,"257,727,421,12,721"
8640,5,False,False,0->0,,,,,16,533,"168,668,472,134,415"
8641,5,False,False,0->0,,,,,16,1534,"633,690,400,544,199"
8642,5,False,False,0->0,,,,,16,1355,"249,874,414,743,273"
8643,5,False,False,0->0,,,,,16,872,"60,1,624,220,277"
8644,5,False,False,0->0,,,,,16,838,"125,811,612,222,210"
8645,5,False,False,0->0,,,,,16,1088,"95,315,599,623,706"
8646,5,False,False,0->0,,,,,16,577,"360,494,847,146,986"
8647,5,False,False,0->0,,,,,16,561,"603,563,511,120,940"
8648,5,False,False,0->0,,,,,16,1009,"709,573,995,54,264"
8649,5,False,False,0->0,,,,,16,305,"810,181,811,658,40"
8650,5,False,False,0->0,,,,,16,818,"362,543,808,620,593"
8651,5,False,False,0->0,,,,,16,638,"308,595,87,531,777"
8652,5,False,False,0->0,,,,,16,378,"759,246,422,853,574"
8653,5,False,False,0->0,,,,,16,1329,"547,198,840,19,263"
8654,5,False,False,0->0,,,,,16,844,"602,159,4,212,485"
8655,5,False,False,0->0,,,,,16,701,"277,985,504,929,993"
8657,5,False,False,0->0,,,,,16,1199,"746,145,81,970,717"
8658,5,False,False,0->0,,,,,16,911,"763,45,764,220,722"
8660,5,False,False,0->0,,,,,16,1555,"485,876,253,531,403"
8661,5,False,False,0->0,,,,,16,1161,"632,278,616,772,375"
8662,5,False,False,0->0,,,,,16,704,"430,370,269,228,184"
8663,5,False,False,0->0,,,,,16,635,"67,218,108,212,273"
8664,5,False,False,0->0,,,,,16,499,"854,759,733,597,720"
8666,5,False,False,0->0,,,,,16,389,"546,179,830,738,849"
8667,5,False,False,0->0,,,,,16,1978,"453,659,863,961,114"
8669,5,False,False,0->0,,,,,16,1278,"948,29,883,431,722"
8670,5,False,False,0->0,,,,,16,1036,"332,994,43,197,566"
8671,5,False,False,0->0,,,,,16,1291,"419,890,709,505,990"
8672,5,False,False,0->0,,,,,16,1514,"522,409,165,400,493"
8673,5,False,False,0->0,,,,,16,768,"573,711,423,169,750"
8675,5,False,False,0->0,,,,,16,558,"627,793,875,176,276"
8677,5,False,False,0->0,,,,,16,583,"853,104,749,439,344"
8679,5,False,False,0->0,,,,,16,536,"852,378,681,190,452"
8680,5,False,False,0->0,,,,,16,289,"603,6,589,898,689"
8681,5,False,False,0->0,,,,,16,670,"132,619,571,1000,239"
8682,5,False,False,0->0,,,,,16,394,"62,276,907,203,60"
8683,5,False,False,0->0,,,,,16,878,"186,53,511,302,81"
8684,5,False,False,0->0,,,,,16,1476,"633,544,854,114,541"
8687,5,False,False,0->0,,,,,16,834,"294,29,840,956,753"
8688,5,False,False,0->0,,,,,16,1046,"1,196,621,710,342"
8689,5,False,False,0->0,,,,,16,1330,"597,883,599,255,941"
8690,5,False,False,0->0,,,,,16,651,"137,494,383,102,760"
8691,5,False,False,0->0,,,,,16,237,"575,613,121,708,795"
8694,5,False,False,0->0,,,,,16,1097,"138,563,693,748,60"
8696,5,False,False,0->0,,,,,16,1417,"368,566,233,326,69"
8697,5,False,False,0->0,,,,,16,555,"141,303,583,92,167"
8698,5,False,False,0->0,,,,,16,1258,"966,409,838,52,577"
8699,5,False,False,0->0,,,,,16,1570,"513,822,182,471,658"
8700,5,False,False,0->0,,,,,16,574,"325,497,658,269,661"
8701,5,False,False,0->0,,,,,16,543,"972,566,914,921,408"
8703,5,False,False,0->0,,,,,16,334,"371,787,242,969,369"
8704,5,False,False,0->0,,,,,16,656,"499,811,56,716,360"
8705,5,False,False,0->0,,,,,16,684,"875,355,265,632,718"
8706,5,False,False,0->0,,,,,16,304,"373,805,929,338,830"
8707,5,False,False,0->0,,,,,16,1367,"908,99,230,863,951"
8708,5,False,False,0->0,,,,,16,505,"407,294,636,455,676"
8710,5,False,False,0->0,,,,,16,691,"122,106,479,978,883"
8712,5,False,False,0->0,,,,,16,1202,"180,350,597,703,110"
8714,5,False,False,0->0,,,,,16,445,"614,963,391,975,410"
8716,5,False,False,0->0,,,,,16,455,"293,251,155,539,823"
8718,5,False,False,0->0,,,,,16,1118,"109,898,924,289,424"
8719,5,False,False,0->0,,,,,16,537,"522,231,850,514,327"
8720,5,False,False,0->0,,,,,16,1285,"622,9,824,539,230"
8721,5,False,False,0->0,,,,,16,1140,"895,876,837,810,648"
8723,5,False,False,0->0,,,,,16,480,"441,477,513,715,476"
8724,5,False,False,0->0,,,,,16,1223,"272,695,633,632,197"
8725,5,False,False,0->0,,,,,16,1220,"930,395,937,294,401"
8727,5,False,False,0->0,,,,,16,445,"707,667,805,989,201"
8728,5,False,False,0->0,,,,,16,452,"372,192,767,714,774"
8729,5,False,False,0->0,,,,,16,1153,"780,184,822,50,521"
8736,5,False,False,0->0,,,,,16,1034,"504,960,454,293,653"
8738,5,False,False,0->0,,,,,16,325,"897,189,654,22,2"
8739,5,False,False,0->0,,,,,16,1284,"792,717,167,508,253"
8741,5,False,False,0->0,,,,,16,1002,"926,603,482,999,821"
8743,5,False,False,0->0,,,,,16,561,"184,265,526,542,310"
8744,5,False,False,0->0,,,,,16,467,"754,786,430,736,182"
8745,5,False,False,0->0,,,,,16,980,"987,718,695,74,642"
8746,5,False,False,0->0,,,,,16,517,"93,855,498,132,477"
8747,5,False,False,0->0,,,,,16,718,"185,930,853,169,318"
8750,5,False,False,0->0,,,,,16,923,"80,369,951,981,366"
8751,5,False,False,0->0,,,,,16,1275,"907,800,364,490,182"
8752,5,False,False,0->0,,,,,16,725,"418,705,668,520,413"
8753,5,False,False,0->0,,,,,16,521,"924,168,666,491,499"
8754,5,False,False,0->0,,,,,16,696,"379,722,279,60,11"
8755,5,False,False,0->0,,,,,16,600,"393,442,51,824,582"
8756,5,False,False,0->0,,,,,16,732,"893,986,321,245,765"
8757,5,False,False,0->0,,,,,16,765,"605,105,99,537,16"
8758,5,False,False,0->0,,,,,16,929,"185,604,245,410,23"
8759,5,False,False,0->0,,,,,16,1101,"717,673,718,920,374"
8760,5,False,False,0->0,,,,,16,880,"253,838,40,500,988"
8761,5,False,False,0->0,,,,,16,764,"668,683,972,330,285"
8762,5,False,False,0->0,,,,,16,753,"514,768,332,945,405"
8765,5,False,False,0->0,,,,,16,303,"769,169,192,144,203"
8766,5,False,False,0->0,,,,,16,1231,"631,720,871,130,656"
8769,5,False,False,0->0,,,,,16,766,"761,813,635,810,375"
8772,5,False,False,0->0,,,,,16,526,"125,662,245,474,378"
8774,5,False,False,0->0,,,,,16,791,"633,804,162,332,783"
