trial,event,mode,direct_delta_s,direct_delta_w,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
13,7,full,0.5873041223348364,0.8547825235750564,False,0.31377203884896065,1.0246404206384874,10,False,False
13,8,pixel_only,0.051765788529092006,0.674148695683823,True,0.05176578852882123,0.6741486956838185,16,True,True
13,8,rphi_only,0.05176557040174923,0.6712236497109886,True,0.05176557040147473,0.6712236497110056,16,True,True
13,8,z_only,0.6209136942558482,0.7329493159850263,False,0.2599673534862205,0.5996858809681879,7,False,False
13,8,full,0.6250774459819189,0.7266990927511343,False,0.2750018135251455,0.5978360499958483,7,False,False
13,9,pixel_only,0.05153797459109027,0.7251921262586986,True,0.051537974590718856,0.7251921262562167,16,True,True
13,9,rphi_only,0.05154606973251438,0.7252848643794413,True,0.051546069731166703,0.7252848643707853,16,True,True
13,9,z_only,0.30757694462704427,0.7253504143286356,False,0.24981988945786004,0.4919213594561268,9,False,False
13,9,full,0.30771610733174815,0.7253845530616614,False,0.24905911105942236,0.49772556337409996,9,False,False
13,10,pixel_only,0.05172282739129061,0.7552221742710121,True,0.051722827391233434,0.7552221742710277,16,True,True
13,10,rphi_only,0.051720602522878134,0.7487468642670942,True,0.05172060252334474,0.748746864281604,16,True,True
13,10,z_only,0.7333849345192869,0.9083815415810244,False,,,0,False,False
13,10,full,0.7313732887966523,0.9046359868636547,False,,,0,False,False
13,11,pixel_only,0.05173958913355114,0.8122543034251503,True,0.05173958913313573,0.8122543034251412,16,True,True
13,11,rphi_only,0.05173579085786429,0.8116273926357901,True,0.051735790857788636,0.8116273926268242,16,True,True
13,11,z_only,0.646629896823487,0.9589432360690217,False,0.33611454556497683,1.1577298016346524,10,False,False
13,11,full,0.6531115617647797,0.9540061962986057,False,0.3338126441780218,1.1524176350222406,10,False,False
13,12,pixel_only,0.05176603568572386,0.7851509783974986,True,0.051766035685507604,0.785150978392675,16,True,True
13,12,rphi_only,0.051766795036317106,0.7917783893769113,True,0.051766795036597646,0.791778389377701,16,True,True
13,12,z_only,0.7330139901753934,1.1220385621243916,False,0.12725754075873252,1.656390950670956,7,False,False
13,12,full,0.731997496653907,1.1273464377340463,False,0.14162061690334368,1.663170330026102,7,False,False
13,13,pixel_only,0.05176559446735749,0.7929946613213913,True,0.051765594467093445,0.792994661321387,16,True,True
13,13,rphi_only,0.051764912591979184,0.8015055699927477,True,0.05176491259213498,0.8015055699745982,16,True,True
13,13,z_only,0.5987346951561024,0.8100571187970398,False,0.25798402021692235,0.8579178900908057,14,True,False
13,13,full,0.5938932572512221,0.8219105453977646,False,0.2552588100851656,0.8680015293280318,14,True,False
